行政區,站名,站址,方向,候車亭型式代碼
大安區,台大公館醫院,基隆路3段156巷口右側,向南,e
大安區,台大公館醫院,基隆路3段156巷口右側,向南,
大安區,台灣科技大學,基隆路4段43號對面左側,向南,b
大安區,台灣科技大學,基隆路4段43號對面左側,向南,e
大安區,台灣科技大學,基隆路4段43號對面左側,向南,e
大安區,公館,基隆路4段75號左側對面,向南,b
大安區,公館,基隆路4段75號左側對面,向南,e
大安區,公館,基隆路4段75號左側對面,向南,e
大安區,公館,基隆路4段75號左側(台電北市區),向北,c
大安區,公館,基隆路4段75號左側(台電北市區),向北,c
大安區,台灣科技大學,基隆路4段43號左側,向北,c
大安區,台灣科技大學,基隆路4段43號左側,向北,c
中山區,復興南路,復興南路1段2號,往南,e
中山區,中崙里,復興南路1段36號,向南,e
松山區,中崙里,復興南路1段57號,向北,
大安區,捷運忠孝復興站,復興南路1段133號,向北,
大安區,捷運忠孝復興站,復興南路1段133號,向北,
大安區,懷生國中,復興南路1段202號,向南,a
大安區,聯合醫院仁愛院區,復興南路1段227號,向北,a
大安區,聯合醫院仁愛院區,"大安區復興南路一段３１８號前
復興南路1段239號對面(福華大飯店)",向南,c
大安區,和安里,復興南路1段271號,向北,a
大安區,和安里,復興南路1段352號,向南,e
大安區,捷運大安站(復興),復興南路1段305號,向北,a
大安區,大安高工,復興南路2段12巷口右側(大安高工52號左側),向南,a
大安區,大安高工,復興南路2段33之1號,向北,a
大安區,開平餐飲學校,復興南路2段108號,向南,a
大安區,開平餐飲學校,復興南路2段133號,向北,a
大安區,捷運科技大樓站,復興南路2段205號左側15M(科技大樓站),向北,e
大安區,大安健康服務中心,復興南路2段332號,向南,e
中山區,復興北村,復興北路482號,向南,e
中山區,五常街口,復興北路434號,向南,e
中山區,五常街口,復興北路447號,向北,
中山區,捷運中山國中站,復興北路386號,向南,
中山區,捷運中山國中站,復興北路386號,向南,
中山區,捷運中山國中站,復興北路365號,向北,e
中山區,民生東路口,復興北路301號,向北,e
中山區,興安華城,復興北路226號,往南,e
中山區,興安華城,復興北路212號(郵局),向南,
中山區,興安華城,復興北路191號,向北,e
中山區,捷運南京東路站,復興北路150號右側25M,向南,e
松山區,捷運南京東路站,復興北路143之1號,向北,e
中山區,捷運南京東路站,復興北路81巷口右側,向北,
中山區,芝麻大廈,復興北路40號(郵局),向南,a
中山區,芝麻大廈,復興北路15號左側10M,向北,e
松山區,市立體育場,敦化北路5號,向北,a
松山區,市立體育場,敦化北路5號,向北,e
松山區,市立體育場,敦化北路5號,向北,e
松山區,南京敦化路口(小巨蛋),敦化北路133號左側,向北,a
松山區,南京敦化路口(小巨蛋),敦化北路133號左側,向北,a
松山區,台北學苑,敦化北路133號左側,向北,
松山區,台北學苑,敦化北路133號左側,向北,
松山區,台北學苑,敦化北路133號左側,向北,
松山區,長庚醫院,敦化北路201號,向北,c
松山區,長庚醫院,敦化北路201號,向北,c
松山區,長庚醫院,敦化北路201號,向北,
松山區,長庚醫院,敦化北路201號,向北,
松山區,富錦街口,敦化北路339號,向北,c
松山區,富錦街口,敦化北路339號,向北,a
大安區,市民大道口,敦化南路1段57號,向北,a
大安區,市民大道口,敦化南路1段57號,向北,a
大安區,市民大道口,敦化南路1段57號,向北,
大安區,捷運忠孝敦化站,敦化南路1段181號,向北,a
大安區,捷運忠孝敦化站,敦化南路1段181號,向北,d
大安區,捷運忠孝敦化站,敦化南路1段181號,向北,
大安區,安和敦化路口,敦化南路1段243號,向北,a
大安區,安和敦化路口,敦化南路1段243號,向北,a
大安區,仁愛國中,敦化南路1段277號,向北,a
大安區,仁愛國中,敦化南路1段277號,向北,a
大安區,大安國中,敦化南路2段26號,向南,a
大安區,大安國中,敦化南路2段26號,向南,e
大安區,信義敦化路口,敦化南路2段27號,向北,a
大安區,信義敦化路口,敦化南路2段27號,向北,a
大安區,成功國宅,敦化南路2段76號,向南,a
大安區,成功國宅,敦化南路2段76號,向南,
大安區,大安國中,敦化南路2段93號右側(公園前),向北,a
大安區,成功國宅,敦化南路2段113號左側,向北,c
大安區,成功國宅,敦化南路2段113號左側,向北,c
大安區,鳳雛公園,敦化南路2段126號左側25M(公園前),向南,e
大安區,敦化和平路口,敦化南路2段182號,向南,
大安區,敦化和平路口,敦化南路2段293巷口左側,向北,a
大安區,仁愛敦化路口,敦化南路1段270號巷口(與仁愛路口西北側)(復興中小學262號),向南,c
大安區,仁愛敦化路口,敦化南路1段270號巷口(與仁愛路口西北側)(復興中小學262號),向南,c
大安區,忠孝敦化路口,敦化南路1段200號(與忠孝東路口西北側),向南,c
大安區,忠孝敦化路口,敦化南路1段200號(與忠孝東路口西北側),向南,c
大安區,忠孝敦化路口,敦化南路1段200號(與忠孝東路口西北側),向南,g
大安區,忠孝敦化路口,敦化南路1段200號(與忠孝東路口西北側),向南,g
松山區,八德敦化路口,敦化北路2號(與八德路口西北側)(敦化國小),向南,c
松山區,八德敦化路口,敦化北路2號(與八德路口西北側)(敦化國小),向南,c
松山區,八德敦化路口,敦化北路2號(與八德路口西北側)(敦化國小),向南,g
松山區,八德敦化路口,敦化北路2號(與八德路口西北側)(敦化國小),向南,g
松山區,南京敦化路口(小巨蛋),敦化北路100號(與南京東路口西北側)(環亞百貨),向南,c
松山區,南京敦化路口(小巨蛋),敦化北路100號(與南京東路口西北側)(環亞百貨),向南,c
松山區,南京敦化路口(小巨蛋),敦化北路100號(與南京東路口西北側)(環亞百貨),向南,g
松山區,南京敦化路口(小巨蛋),敦化北路100號(與南京東路口西北側)(環亞百貨),向南,g
松山區,長春敦化路口,敦化北路150號(與長春路口西北側),向南,c
松山區,長春敦化路口,敦化北路150號(與長春路口西北側),向南,c
松山區,長春敦化路口,敦化北路150號(與長春路口西北側),向南,a
松山區,長春敦化路口,敦化北路150號(與長春路口西北側),向南,
松山區,民生敦化路口,敦化北路214號(與民生路口西北側),向南,c
松山區,民生敦化路口,敦化北路214號(與民生路口西北側),向南,a
松山區,民生敦化路口,敦化北路214號(與民生路口西北側),向南,g
大安區,市民敦化路口,敦化南路1段108號(與市民路口西北側),向南,c
大安區,市民敦化路口,敦化南路1段108號(與市民路口西北側),向南,c
大安區,市民敦化路口,敦化南路1段108號(與市民路口西北側),向南,g
文山區,武功國小,興隆路1段68號左側30M(武功國小),向南,c
文山區,武功國小,興隆路1段68號左側30M(武功國小),向南,a
文山區,武功國小,興隆路1段68號左側30M對面,向北,b
文山區,武功國小,興隆路1段68號左側30M對面,向北,b
文山區,武功國小,興隆路1段68號左側30M對面,向北,e
文山區,景明街口,興隆路1段168~176號,向南,f
文山區,景明街口,興隆路1段168~176號,向南,f
文山區,景明街口,興隆路1段168~176號,向南,f
文山區,景明街口,興隆路1段168~176號,向南,f
文山區,景明街口,興隆路1段159號,向北,f
文山區,景明街口,興隆路1段159號,向北,f
文山區,景明街口,興隆路1段159號,向北,f
文山區,憲光公寓,興隆路1段222號與232號(2處),向南,f
文山區,憲光公寓,興隆路1段222號與232號(2處),向南,f
文山區,憲光公寓,興隆路1段235~241號,向北,f
文山區,憲光公寓,興隆路1段235~241號,向北,f
文山區,靜心中小學,興隆路2段30~36號,向南,
文山區,靜心中小學,興隆路2段30~36號,向南,
文山區,靜心中小學,興隆路2段30~36號,向南,
文山區,興隆市場,興隆路2段66~72號,向北,f
文山區,興隆市場,興隆路2段66~72號,向北,f
文山區,興隆市場,興隆路2段66~72號,向北,f
文山區,興隆市場,興隆路2段97號,向南,c
文山區,興德國小,興隆路2段120~126號,向南,
文山區,興德國小,興隆路2段120~126號,向南,
文山區,興德國小,興隆路2段120~126號,向南,
文山區,興德國小,興隆路2段213~215之1號,向北,
文山區,興德國小,興隆路2段213~215之1號,向北,
文山區,興德國小,興隆路2段213~215之1號,向北,
文山區,興隆國小,興隆路2段287~297號,向北,f
文山區,興隆國小,興隆路2段287~297號,向北,f
文山區,興隆國小,興隆路2段287~297號,向北,f
文山區,興隆國小,興隆路2段224~228號,向南,f
文山區,興隆國小,興隆路2段224~228號,向南,f
文山區,興隆國小,興隆路2段224~228號,向南,f
文山區,中國科技大學,興隆路3段37~47號,向北,
文山區,中國科技大學,興隆路3段37~47號,向北,
文山區,中國科技大學,興隆路3段37~47號,向北,
文山區,捷運萬芳醫院站,興隆路3段84~94號,向南,
文山區,捷運萬芳醫院站,興隆路3段84~94號,向南,
文山區,捷運萬芳醫院站,興隆路3段84~94號,向南,
文山區,捷運萬芳醫院站,興隆路3段84~94號,向南,
文山區,捷運萬芳醫院站,興隆路3段113號,向北,a
文山區,捷運萬芳醫院站,興隆路3段113號,向北,a
文山區,捷運萬芳醫院站,興隆路3段113號,向北,a
文山區,警察學校,興隆路3段164~174號,向南,f
文山區,警察學校,興隆路3段164~174號,向南,f
文山區,警察學校,興隆路3段164~174號,向南,f
文山區,警察學校,興隆路3段145號右側,向北,f
文山區,警察學校,興隆路3段145號右側,向北,f
文山區,警察學校,興隆路3段145號右側,向北,f
文山區,海巡署,興隆路3段209~217號對面,向南,
文山區,海巡署,興隆路3段209~217號對面,向南,
文山區,海巡署,興隆路3段209~217號對面,向南,
文山區,海巡署一(原站名：教養院),興隆路3段300~302之4號,向南,f
文山區,海巡署一(原站名：教養院),興隆路3段300~302之4號,向南,f
文山區,海巡署一(原站名：教養院),興隆路3段300~302之4號,向南,f
文山區,萬芳路口,興隆路3段167~171號,向北,
文山區,萬芳路口,興隆路3段167~171號,向北,
文山區,萬芳路口,興隆路3段167~171號,向北,
文山區,教養院(改名海巡署一),興隆路3段300~302之4號,向南,f
文山區,教養院(改名海巡署一),興隆路3段300~302之4號,向南,f
文山區,教養院(改名海巡署一),興隆路3段300~302之4號,向南,f
文山區,教養院,興隆路3段223之1~223之4號,向北,
文山區,教養院,興隆路3段223之1~223之4號,向北,
文山區,教養院,興隆路3段223之1~223之4號,向北,
文山區,興隆山莊,興隆路3段308號右側15M,向南,f
文山區,興隆山莊,興隆路3段308號右側15M,向南,f
文山區,興隆山莊,興隆路3段308號右側15M,向南,f
文山區,興隆山莊,興隆路3段283~289號,向北,
文山區,興隆山莊,興隆路3段283~289號,向北,
文山區,興隆山莊,興隆路3段283~289號,向北,
文山區,教養院一,興隆路3段261~263號,向北,
文山區,教養院一,興隆路3段261~263號,向北,
文山區,教養院一,興隆路3段261~263號,向北,
文山區,馬明潭,興隆路4段6之17號左側,向南,f
文山區,馬明潭,興隆路4段6之17號左側,向南,f
文山區,馬明潭,興隆路4段6之17號左側,向南,f
文山區,馬明潭,興隆路4段61號,向北,f
文山區,馬明潭,興隆路4段61號,向北,f
文山區,馬明潭,興隆路4段61號,向北,f
文山區,木柵公園,興隆路4段107巷4號對面,向南,c
文山區,木柵公園,興隆路4段107巷4號,向北,a
文山區,忠順街口,興隆路4段161號,向北,
文山區,忠順街口,興隆路4段161號,向北,
文山區,忠順街口,興隆路4段68之3號,向南,
文山區,忠順街口,興隆路4段68之3號,向南,
文山區,國泰新村,興隆路4段130~134號,向南,f
文山區,國泰新村,興隆路4段130~134號,向南,f
文山區,國泰新村,興隆路4段223號右側,向北,f
文山區,國泰新村,興隆路4段223號右側,向北,f
文山區,捷運辛亥站,辛亥路4段130巷口右側15M　,往南,f
文山區,捷運辛亥站,辛亥路4段130巷口右側15M　,往南,f
文山區,捷運萬芳社區站,萬芳路捷運出口前50M對面,往西,f
文山區,捷運木柵站,木柵路4段123號,往東,
文山區,捷運木柵站,木柵路4段123號,往東,
文山區,捷運木柵站,木柵路4段54~60號,往西,
文山區,捷運木柵站,木柵路4段54~60號,往西,
文山區,滬江中學,羅斯福路6段433號右側,往北,a
文山區,滬江中學,羅斯福路6段433號右側,往北,a
文山區,捷運景美站,羅斯福路6段393號(景行就業服務站)(郵局),往北,e
文山區,捷運景美站,羅斯福路6段393號(景行就業服務站)(郵局),往北,e
文山區,捷運景美站,羅斯福路6段393號(景行就業服務站)(郵局),往北,e
文山區,滬江中學,羅斯福路6段288~298號,往南,e
文山區,滬江中學,羅斯福路6段288~298號,往南,e
文山區,三福街口,羅斯福路6段227~245號,往北,
文山區,三福街口,羅斯福路6段227~245號,往北,
文山區,三福街口,羅斯福路6段227~245號,往北,
文山區,三福街口,羅斯福路6段227~245號,往北,
文山區,三福街口,羅斯福路6段229號對面,往南,c
文山區,捷運景美站,羅斯福路6段218號~222巷1號(捷運出口3右側),往南,e
文山區,捷運景美站,羅斯福路6段218號~222巷1號(捷運出口3右側),往南,e
文山區,捷運景美站,羅斯福路6段208號,往南,
文山區,捷運景美站,羅斯福路6段(景文街1號),往北,a
文山區,萬隆,羅斯福路6段39巷口右側30M,往北,c
文山區,萬隆,羅斯福路6段39巷口右側30M,往北,c
文山區,萬隆,羅斯福路6段39巷口右側30M,往北,c
文山區,萬隆,羅斯福路6段12之1號~24號,往南,
文山區,萬隆,羅斯福路6段12之1號~24號,往南,
文山區,萬隆,羅斯福路6段12之1號~24號,往南,
文山區,捷運萬隆站,羅斯福路5段245-251號（2號出口）,往北,
文山區,捷運萬隆站,羅斯福路5段245-251號（2號出口）,往北,
文山區,捷運萬隆站,羅斯福路5段228~234號,往南,
文山區,捷運萬隆站,羅斯福路5段228~234號,往南,
文山區,捷運萬隆站,羅斯福路5段228~234號,往南,
文山區,武功國小,羅斯福路5段202號,往南,
文山區,武功國小,羅斯福路5段202號,往南,
文山區,武功國小,羅斯福路5段188~190號,往南,
文山區,武功國小,羅斯福路5段175-183號,往北,
文山區,武功國小,羅斯福路5段175-183號,往北,
文山區,武功國小,羅斯福路5段175-183號,往北,
文山區,師大分部,羅斯福路5段78號(與萬盛街口西北側),往南,c
文山區,師大分部,羅斯福路5段78號(與萬盛街口西北側),往南,c
文山區,師大分部,羅斯福路5段78號(與萬盛街口西北側),往南,g
文山區,師大分部,羅斯福路5段78號(與萬盛街口西北側),往南,g
文山區,師大分部,羅斯福路5段72號,往南,e
文山區,師大分部,羅斯福路5段49號,往北,c
文山區,師大分部,羅斯福路5段49號,往北,a
文山區,師大分部,羅斯福路5段29號(與萬盛街口東南側),往北,c
文山區,師大分部,羅斯福路5段29號(與萬盛街口東南側),往北,c
文山區,師大分部,羅斯福路5段29號(與萬盛街口東南側),往北,g
文山區,師大分部,羅斯福路5段29號(與萬盛街口東南側),往北,g
中正區,捷運公館站,羅斯福路4段130號,往南,
中正區,捷運公館站,羅斯福路4段83號(台大尊賢會館.大四喜前),往北,c
中正區,捷運公館站,羅斯福路4段72和76號(捷運出口1),往南,
中正區,捷運公館站,羅斯福路4段72和76號(捷運出口1),往南,
中正區,捷運公館站,羅斯福路4段76號(與舟山路口西北側),往南,c
中正區,捷運公館站,羅斯福路4段76號(與舟山路口西北側),往南,c
中正區,捷運公館站,羅斯福路4段76號(與舟山路口西北側),往南,c
中正區,捷運公館站,羅斯福路4段76號(與舟山路口西北側),往南,c
中正區,捷運公館站,羅斯福路4段76號(與舟山路口西北側),往南,g
中正區,捷運公館站,羅斯福路4段76號(與舟山路口西北側),往南,g
中正區,捷運公館站,羅斯福路4段21號(與舟山路口東南側),往北,c
中正區,捷運公館站,羅斯福路4段21號(與舟山路口東南側),往北,c
中正區,捷運公館站,羅斯福路4段21號(與舟山路口東南側),往北,c
中正區,捷運公館站,羅斯福路4段21號(與舟山路口東南側),往北,c
中正區,捷運公館站,羅斯福路4段21號(與舟山路口東南側),往北,g
中正區,捷運公館站,羅斯福路4段21號(與舟山路口東南側),往北,
中正區,捷運公館站,羅斯福路4段(捷運出口3),往北,
中正區,台電大樓,羅斯福路3段277和279號,往北,e
中正區,台電大樓,羅斯福路3段277和279號,往北,e
大安區,台電大樓,羅斯福路3段271號(台電大樓),往北,c
大安區,台電大樓,羅斯福路3段271號(台電大樓),往北,c
大安區,台電大樓,羅斯福路3段271號(台電大樓),往北,g
大安區,台電大樓,羅斯福路3段271號(台電大樓),往北,g
中正區,台電大樓,羅斯福路3段242號,往南,c
中正區,台電大樓,羅斯福路3段242號,往南,c
中正區,台電大樓,羅斯福路3段242號,往南,g
中正區,台電大樓,羅斯福路3段242號,往南,
大安區,捷運台電大樓站,羅斯福路3段201號(天橋下),往北,e
大安區,捷運台電大樓站,羅斯福路3段193號(與師大路口東南側)(捷運台電大樓站出口3),往北,c
大安區,捷運台電大樓站,羅斯福路3段193號(與師大路口東南側)(捷運台電大樓站出口3),往北,c
大安區,捷運台電大樓站,羅斯福路3段193號(與師大路口東南側)(捷運台電大樓站出口3),往北,g
大安區,捷運台電大樓站,羅斯福路3段193號(與師大路口東南側)(捷運台電大樓站出口3),往北,g
大安區,羅斯福辛亥路口,羅斯福路3段154號(與辛亥路口西北側)(捷運台電大樓站出2),往南,c
大安區,羅斯福辛亥路口,羅斯福路3段154號(與辛亥路口西北側)(捷運台電大樓站出2),往南,c
大安區,羅斯福辛亥路口,羅斯福路3段154號(與辛亥路口西北側)(捷運台電大樓站出2),往南,g
大安區,羅斯福辛亥路口,羅斯福路3段154號(與辛亥路口西北側)(捷運台電大樓站出2),往南,g
大安區,羅斯福浦城街口,羅斯福路3段105號,往北,c
大安區,羅斯福浦城街口,羅斯福路3段105號,往北,c
大安區,羅斯福浦城街口,羅斯福路3段105號,往北,g
大安區,羅斯福浦城街口,羅斯福路3段105號,往北,g
中正區,羅斯福浦城街口,羅斯福路3段62號,往南,c
中正區,羅斯福浦城街口,羅斯福路3段62號,往南,c
中正區,羅斯福浦城街口,羅斯福路3段62號,往南,g
中正區,羅斯福浦城街口,羅斯福路3段62號,往南,g
大安區,羅斯福金門街口,羅斯福路3段21號(與南昌路口東南側),往北,c
大安區,羅斯福金門街口,羅斯福路3段21號(與南昌路口東南側),往北,c
大安區,羅斯福金門街口,羅斯福路3段21號(與南昌路口東南側),往北,g
大安區,羅斯福金門街口,羅斯福路3段21號(與南昌路口東南側),往北,g
中正區,羅斯福金門街口,羅斯福路3段(南昌路二段222號),往南,c
中正區,羅斯福金門街口,羅斯福路3段(南昌路二段222號),往南,c
中正區,羅斯福金門街口,羅斯福路3段(南昌路二段222號),往南,g
中正區,羅斯福金門街口,羅斯福路3段(南昌路二段222號),往南,g
大安區,羅斯福和平路口,羅斯福路3段(與和平東路口東南側),往北,c
大安區,羅斯福和平路口,羅斯福路3段(與和平東路口東南側),往北,c
大安區,羅斯福和平路口,羅斯福路3段(與和平東路口東南側),往北,g
大安區,羅斯福和平路口,羅斯福路3段(與和平東路口東南側),往北,g
中正區,潮州街口,羅斯福路2段5~7號,往北,a
中正區,潮州街口,羅斯福路2段5~7號,往北,a
中正區,福州街口,羅斯福路2段1~1號和6巷口左側間,往南,a
中正區,福州街口,羅斯福路2段1~1號和6巷口左側間,往南,
中正區,捷運中正紀念堂,羅斯福路1段64號,往南,
信義區,國父紀念館,光復南路304號對面,往北,a
信義區,國父紀念館,光復南路304號對面,往北,a
中正區,捷運中正紀念堂(羅斯福),羅斯福路1段25號(捷運出口3),往北,e
中正區,捷運中正紀念堂(羅斯福),羅斯福路1段25號(捷運出口3),往北,e
中正區,捷運中正紀念堂,羅斯福路1段5號,往北,a
中山區,捷運中正紀念堂站(中山),中山南路20號(捷運出口6),往南,e
信義區,奉天宮,福德街159號對面,往西,c
信義區,奉天宮,福德街159號對面,往西,c
中正區,行政院,鎮江街側門停車場忠孝東路一段轉鎮江街口10M,往北,f
中山區,捷運善導寺站,林森北路7之1號,往北,f
中山區,捷運善導寺站,林森北路7之1號,往北,f
中山區,捷運善導寺站,林森北路7之1號,往北,f
中山區,捷運雙連站,民生西路138~142號,往東,e
中山區,捷運雙連站,民生西路138~142號,往東,e
中山區,捷運雙連站,民生西路105號,往西,e
北投區,捷運明德站,東華街1段372號,往北,
北投區,捷運明德站,東華街1段372號,往北,
北投區,捷運石牌站,東華街1段540號右側,往北,
北投區,捷運石牌站,東華街1段540號右側,往北,
北投區,捷運石牌站,東華街1段540號右側,往北,
北投區,捷運唭哩岸站一,西安街2段259號左側,往南,f
北投區,捷運唭哩岸站一,西安街2段259號左側,往南,f
北投區,捷運唭哩岸站二,西安街2段359號左側,往南,
北投區,捷運唭哩岸站二,西安街2段359號左側,往南,
北投區,捷運奇岩站,三合街2段502號(台灣製?對面左側15M),往西,
北投區,捷運奇岩站,三合街2段502號(台灣製?對面左側15M),往西,
北投區,捷運奇岩站,北投路捷運出口左側對面(與三合街路口西南側),往南,
北投區,捷運奇岩站,北投路捷運出口左後側20M(北投路1段53號對面),往北,
北投區,北投公園,光明路223號右側,往東,
北投區,北投公園,光明路223號右側,往東,
北投區,捷運北投站,大興街52號左側,往東,f
北投區,捷運復興崗,中央北路3段78號,往北,f
北投區,捷運復興崗,中央北路3段78號,往北,f
北投區,捷運復興崗,中央北路3段63號,往東,c
北投區,捷運忠義站,中央北路4段288號,往北,e
北投區,捷運忠義站,中央北路4段288號,往北,e
北投區,捷運忠義站,中央北路4段318之1號左側10M,往北,f
北投區,捷運忠義站,中央北路4段318之1號左側10M,往北,f
大安區,仁愛國小,安和路一段83號對面,往南,a
文山區,指南宮,萬壽路85號,往北,c
